在中国用中文描述时，金融学的微观分析层面和宏观分析层面各是什么？,在中国用中文描述时，金融学的微观分析层面被称为“金融学”或“金融经济学”，而金融的宏观分析层面并不是“金融经济学”，而是被称为“货币经济学”。
为什么中文讲述中，金融的宏观分析层面称为“货币经济学”而非“金融经济学”？,中文讲述中，金融的宏观分析层面称为“货币经济学”，是因为宏观经济学旁边专门独立存在的理由，金融的宏观分析与金融微观分析相互联系，并有独立存在的理由。
20世纪30年代之前已经采用了结合金融的宏观和微观分析的学科，这门课程的名称是什么？,20世纪30年代以前已经存在将金融的宏观和微观分析结合在一门学科的“货币银行学”。
《货币银行学》这门课程主要内容包括哪些？,《货币银行学》主要包括货币、银行的宏观和微观分析等内容。
为什么经济学界将Finance或Financial Economics翻译为“金融学”？,经济学界将Finance或Financial Economics翻译成“金融学”，是由于这两个名词主要涉及了金融的微观分析层面，即与金融市场或金融中介机构有关的领域。
在金融宏观分析的学问中，为什么具有独立存在的理由并能与金融微观分析有紧密联系？,在金融宏观分析的学问中，它有其内容和深度，因此，即使在宏观经济学的旁边独立存在，也能直接依靠金融微观分析的基础。
金融宏观分析和金融微观分析之间的区别和联系是什么？,金融宏观分析的学问和金融微观分析具有独立存在的理由，虽然从名称上看，有点像两个截然不同的学科。但在同一个金融领域中，可以存在像“货币银行学”这样同时结合了两种分析层面的独立学科。
货币银行学的发展历程如何？它是如何不断调整和提高的？,货币银行学在中国最早的教程出现于20世纪30年代，并经历了不断的发展和调整，不断增补和提高。这一学科的发展历程清晰可循，前进的脉络和传承明显，从最早的教程不断演变到如今的《货币、银行、金融市场学”。
20世纪70年代以来最具权威性的一本货币银行学教材是哪一本？,20世纪70年代前后最具权威性的一本货币银行学教材为莱·威·钱得勒和斯·姆·哥尔特菲尔特合著的《货币银行学》。
货币银行学在西方国家是如何发展的？,20世纪40年代末，以李达教授的一本《货币学概论》为代表的一系列教材从苏联引入，同西方国家的货币银行学在框架上没有原则性的区别。
一部较为流行的、代表货币银行学发展水平的教材是哪一部？,一部较为流行的、代表货币银行学发展水平的教材是弗雷德里克 S. 米什金所著的《货币、银行、金融市场学》。
“货币银行学”与“货币银行经济学”之间的区别是什么？,“货币银行学”到“货币银行经济学”，再到“货币、银行、金融市场学”，表明这门学科是在不断地调整、增补，有明显的提高。从古老的“货币银行学”到如今的“货币、银行、金融市场学”，这三个阶段体现了这门学科的不断发展和增强。
金融宏观分析的学问在宏观经济学中的位置是什么？,金融宏观分析的学问在宏观经济学的旁边独立存在，就其内容和深度来看，具有相对独立的理由。
金融宏观分析和金融微观分析对于专攻金融领域的宏观分析的支撑有何不同？,金融宏观分析直接依靠金融微观分析的支撑。尽管它们处于同一金融领域的不可分割的微观和宏观两个层面，但它们对于专攻金融领域的宏观分析支撑有着不同的作用。
金融宏观分析与货币经济学之间的联系是怎样的？,与金融宏观分析不同，货币经济学并不属于金融经济学。金融的宏观分析层面并不是“金融经济学”，而是“货币经济学”。这表明货币经济学和金融宏观分析具有相互联系，并反映了这两个学科的不同内容和深度。
教材的名称为何经过多次的变动？,教材的名称在多次变动中体现了货币银行学学科体系不断调整、增补，不断提高。虽然书名变了，但基本内容构成没有变化，主要依然包含金融范畴、金融宏观分析和金融微观分析。
为什么教材的名称从《货币银行学》变为《金融学》？,教材的名称从《货币银行学》变为《金融学》，主要是基于传统的货币银行学在国外经历了变化，而且对“金融”的界定是立足于我国多年来形成的观念。基于这些考虑，采用《金融学》的名称更简单和易懂。
教材名称的英译名称为何定为“Economics of Money and Finance”？,教材名称的英译名称为“Economics of Money and Finance”，是为了表达该教材包括金融学科体系内容的基本要点，特别是兼及金融的宏观分析层面和金融的微观分析层面。
在日常生活中，货币扮演着怎样的作用？,在日常生活中，人们几乎处处、天天接触货币。家庭与个人从不同来源取得货币收入，对于公司和企业来说，生产、流通的运转无不同时伴随着货币的收收付付。现代经济生活中的财政收支已完全采用货币形式。
教材的名称变动与货币在当代经济生活中的地位有何关系？,教材名称的变动体现了货币在当代经济生活中的重要地位和不断发展的需求。货币作为经济生活的基础，其不断变化的角色和功能需要更为广泛和深入的研究，因此教材也随之调整及变动。
教材名称的变动体现了经济学思路的演进与变化，请问这对于金融学专业的学生来说意味着什么？,教材名称的变动体现了经济学思路的演进与变化，对金融学专业的学生意味着学科体系的不断调整、增补和提高，学生需要跟上学科建设的步伐，不断学习新知识，适应不同的学科体系。
金融学习的理论是否具有一定的时效性？,通过教材名称的变动可知，金融学理论由于经济发展的变化和学科研究的进步，具有一定的时效性。不断调整和增补金融学理论可使其与时俱进。
教材名称的变动中反映出金融学研究相较以前具有哪些发展和变化？,教材名称的变动反映出金融学研究发展成为包括金融的宏观分析和微观分析的科目，不仅是对货币银行学术科体系的变动也同时反映出金融学研究具有跨学科的特征和多元化的发展。
从教材名称的变动中能够推断出金融学领域在当今社会中的地位如何？,教材名称的变动表明了金融学领域在当今社会中地位重要且日益增强。不断调整的学科体系和不断变动的教材名称方向，反映了金融学领域需求强劲，并在当今社会经济发展中持续发挥重要作用。
什么是个人的货币债权和货币债务？,个人的货币债权指个人在手头持有多余货币时可以借出给他人，形成债权；货币债务指个人在手头持有的货币不足以满足支出时需要借入，形成债务。
企业的货币债务和货币债权是如何产生的，对公司、企业的运营有什么影响？,企业的货币债务是由于经营周转中需要货币而产生的，无货币时需要借款；货币债权则是企业有多余的货币暂时不需使用，可予以贷出。这些债权和债务孕育了金融活动，对公司企业的日常运营和融资有重要影响。
国家的货币债务是如何产生的？举例说明国家信用在财政上的运用。,国家的货币债务是由于国家需要利用国家信用从公众和机构募集资金，发行国债是最典型的例子。国家信用是国家财政稳定的重要保障，也是国家进行大规模投资和支出的主要手段。
国际贸易中的货币收支存在什么特点？两国间的货币收支有何异同？,国际贸易中的货币收支主要表现在对进口商品和服务的付款以及对出口商品和服务的收款，大多数情况下需要使用国际通行的货币进行。两国间货币收支的异同在于，收款、付款所用的货币在国内不同；在国内是使用本国主权货币，国际贸易中则要用国际通行的货币进行。
货币流通在经济生活中有何作用？请简要说明。,货币流通在经济生活中起到连接各方货币收支关系的作用。例如，家庭、个人的货币支出是经营单位收入的来源；经营单位支出也是个人和家庭的货币收入。货币的流通紧密联结各类货币收支，在市场经济中促进了交易的进行和资源的配置。
国内国际间货币流通有何差别？,国内货币流通指在国内购买商品和接受服务的货币收支，在国内消费市场多发生；国际货币流通指国际间进口和出口商品和服务的货币收支，需要使用国际通行的货币进行。国内外货币流通虽然有些相似，但也有很大的差异。
货币在现代经济生活中起到了哪些作用？请以家庭与企业为例说明。,在现代经济生活中，货币在个人家庭和企业中发挥着重要作用。家庭和个人货币收入用于购买商品和支付服务，而公司和企业货币收入则来源于销售商品和提供服务。财政收入和支出的进行、资金缺口的填补等活动均离不开货币的作用。
请简要说明本文段落中关于家庭和个人的货币收支的情况。,家庭和个人收支情况不同，有时手头持有的货币超出支出，有时则不足以满足支出。这种情况下，个人需要将多余的货币进行金融投资，而不足时需要货币债务。
国际通行的货币又称为什么？这一名词的出现表明了什么？,对于中国居民来说，相对于人民币，一切外国的货币统称为外汇；对于任一国家的居民来说，一切外国的货币也称为外汇，外汇就是一种货币，只是来自“外国”。这说明对于不同国家货币种类的统称，对于国际贸易和金融交流是很普遍的。
国际贸易中的货币收支与国内收支有什么区别？,在国际贸易中，出口商品和服务要收款，进口商品和服务要付款，但收款、付款所用的货币却有不同，通常要用国际通行的货币进行。
中国居民对外汇的称呼和概念是怎样的？,相对于人民币，中国居民统称外国的货币为外汇，即外国货币的总称，通常包括多种货币。
货币流通的标志是什么？,货币流通的标志是经济生活中各类货币收支紧密联结在一起，如家庭、个人购买商品的货币支出是经营单位收入；经营单位发放工资的货币支出则是个人的货币收入，以此类推。
什么是货币流通？,货币流通是指货币的不断收支和互相转移的过程，是经济生活中的一种持续不断的、紧密结合的现象。
货币是与哪个阶段的交换联系在一起的？,货币是与通过媒介的交换联系在一起的，即通过先把自己的物品换成作为媒介的物品，再用所获得的媒介物品去交换所需要的物品。
货币在多长时间内被用来作为交换媒介？,货币在几千年前才开始出现在人类社会中，而且货币使用是时代演变的产物，并随着交换方式的不断发展而出现。
货币起源中，钱币是什么？,在货币起源中，亚里士多德描述“钱币”是“中介货物”，是“某种本身既属有用而又便于携带的货物”。
中国古代对于货币起源有哪些不同的观点？,中国古代的观点中，一种是选择某些贵重的物品为货币，另一种是为了进行统治而选定某些物品为货币参与社会交易。
货币流通的标志是什么？,货币流通的标志是经济生活中各类货币收支紧密相联结在一起，这种互相作用的现象连绵不断、割裂不开，就是货币流通。
货币是如何产生的？,货币产生自物物交换的媒介物品。在世界上，牲畜曾在许多地区充当这种媒介物品；而在中国，最早的、比较定型的媒介是“贝”。古代人们先把自己的物品换成媒介物品，然后再用所得的媒介物品去交换自己所需要的物品，这一出现在交换中的媒介就是货币。
古代中国有哪些具有代表性的观点关于货币的起源？,中国古代具有代表性的货币起源观点大体有两种。一种见于《管子 · 国蓄》，主张先王为了统治而选定某些难得的、贵重的物品为货币。与这种观点相对的是司马迁的论断，他在《史记 ·平准书》中说货币产生于交换的发展之中。
我国古代王朝如何选择货币？,《管子 · 国蓄》中提到，先王为了进行统治而选定某些难得的、贵重的物品为货币。以珠玉为上币，以黄金为中币，以刀布为下币。
货币的产生是否是客观经济生活发展的必然？,理论上系统的、科学的论证，有待商品经济发展的背景充分展开之后才能完成。强调客观经济生活发展的必然，通向认识货币产生的正确思路。
马克思如何分析货币的起源？,马克思是从商品和商品交换着手分析货币的起源。在远古的原始共同体中，劳动产品归整个共同体所有，并由共同体统一分配。这时既不存在商品，也不存在货币。
原始共同体中为什么不存在货币？,在远古的原始共同体中，劳动产品归整个共同体所有，并由共同体统一分配，因此既不存在商品，也不存在货币。
马克思是如何理解私有制对货币的产生影响？,随着社会分工和私有制的出现，每个生产者只从事某种特定的具体劳动，生产一种或有限几种产品，而整个社会的需求则是由所有生产者用各种不同的具体劳动所生产的多种多样的产品满足，这种情况促使了货币的产生。
货币的作用是什么？,货币起源于交换的发展，它可以作为交换的媒介，用于换取自己所需的物品，简化了物物交换的过程。
人们为什么需要货币？,货币作为交换媒介，可以帮助人们更灵活地进行交换，解决了物物交换过程中的价值比较和双向需求匹配问题。
